id,title,description,datePosted,skills,categories,employmentTypes,locationTypes,countries,companyName,companyType,Industry
170803437,React Developer (Remote),"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a React Developer in Washington, D.C.As a React Developer, you will join a collaborative and mission-driven team, focused on building responsive, user-centric web applications. You will leverage modern front-end technologies to create high-quality interfaces while optimizing performance and usability. In this role, you will participate in Agile development cycles, contribute to technical decisions, and ensure robust, maintainable code through testing and code reviews. You will work closely with cross-functional teams, translating complex requirements into scalable solutions. This position provides an opportunity to grow your skills in state-of-the-art front-end frameworks and be part of a dynamic, supportive environment committed to innovation and excellence. AccountabilitiesBuild and maintain responsive web applications using React, incorporating features such as hooks, context providers, and memoization for performance optimization.Manage application state and API interactions using Redux and RTK Query.Style components and implement design systems using modern CSS methodologies.Write clean, maintainable, and test-driven code using testing frameworks like Jest, RSpec, or Cypress.Participate in Agile ceremonies, including sprint planning, daily standups, and retrospectives.Identify and resolve performance issues and software bugs across the stack.Document technical processes, software procedures, and system designs, and contribute to code reviews.Requirements3+ years of professional software development experience.Proven expertise building applications with React and related technologies from conception to deployment.Strong proficiency in HTML5, CSS3, JavaScript, and TypeScript.Experience implementing robust test coverage using tools like Jest, RSpec, or Cypress.Familiarity with version control systems (e.g., Git) and Agile development practices.Strong communication and collaboration skills, with a focus on teamwork and stakeholder engagement.Must be a U.S. Citizen and able to pass a background investigation for a Public Trust security clearance.Preferred Qualifications:Experience with React form libraries like Formik and Yup.Familiarity with RTK Query for state management and data fetching.Knowledge of CI/CD pipelines and web application deployment.Understanding of accessibility standards and web performance optimization.Experience with log analysis tools such as Splunk.Background in USCIS or DHS projects. BenefitsCompetitive compensation package.Health, dental, and vision insurance.401(k) retirement plan with company match.Paid time off and federal holidays.Annual tuition/training assistance.Flexible work environment with remote opportunities.Collaborative culture emphasizing growth, support, and innovation. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,"react, cicd, css3, git, html5, javascript, jest, redux, typescript","front-end, software-development, engineering",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803436,RCM AR Specialist (Remote - US),"This position is posted by Jobgether on behalf of a partner company. We are currently looking for an RCM AR Specialist in the United States.This role offers an excellent opportunity to join a collaborative revenue cycle management team focused on ensuring timely insurance reimbursements and accurate claims processing. As an RCM AR Specialist, you will manage denied claims, follow up with payers, and provide critical support to field teams by identifying and resolving payment discrepancies. You will work with a defined portfolio of accounts, applying your expertise in billing, coding, and insurance processes to maximize revenue recovery. This position is ideal for a detail-oriented, analytical professional who thrives in a dynamic, process-driven environment and enjoys contributing to operational excellence in healthcare billing. AccountabilitiesFollow up on denied and overdue insurance claims in a timely manner, using Explanation of Benefits (EOB) documents and reports.Submit appeals related to rate variances and communicate recurring payer issues to the supervisor.Provide required documentation, including medical records, to payers for claim processing determinations.Monitor and respond to payer correspondence, faxes, and field communications within established timeframes.Review aged accounts receivable and contact payers to resolve unpaid claims over 45 days old, documenting all actions.Maintain detailed and accurate system notes and ensure data integrity in all claim updates.Build and maintain positive working relationships with payer representatives and internal stakeholders.Attend team meetings, participate in continuing education, and comply with all compliance, privacy, and security training requirements.Demonstrate commitment to professional standards, policies, and ethical practices in all interactions. RequirementsHigh school diploma or GED required; college education or trade school preferred.Previous experience in medical billing and collections, ideally 18 months or more.Strong understanding of insurance billing processes, EOB forms, and claim submission procedures.Working knowledge of managed care, commercial insurance, Medicare, and Medicaid reimbursement.Familiarity with CPT and ICD-10 coding, as well as practice management and Microsoft Office software.Excellent written and verbal communication skills, with strong attention to detail and problem-solving abilities.Comfortable with remote work setup, including reliable internet connection and participation in video meetings.Ability to work independently and maintain productivity while meeting deadlines in a fast-paced environment. BenefitsCompetitive compensation based on experience and location.Fully remote work flexibility within the United States.Comprehensive health, dental, and vision insurance.Paid training and ongoing professional development opportunities.Supportive, team-oriented work environment that values integrity and continuous improvement. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,Unknown,Unknown,fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803435,Project Manager (Remote),"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Project Manager in Ohio (USA).This role offers the opportunity to lead and deliver Source-to-Pay projects in a dynamic, Agile-driven environment. You will manage the full project lifecycle, from gathering requirements and design to implementation, testing, and post-release validation. The position requires collaboration with cross-functional teams, stakeholders, and technology partners to ensure timely delivery of integration workstreams. You will also play a key role in supporting change management initiatives, creating communication and training materials, and driving continuous improvement in processes. The ideal candidate thrives in a fast-paced, remote work setting, demonstrates strong analytical and leadership skills, and can manage multiple projects while maintaining high-quality standards. AccountabilitiesLead projects to deliver business and system requirements, design, build, test, release, and post-release validation.Develop project schedules, track action items, manage risks and issues, and maintain thorough documentation including approvals, status reports, and meeting minutes.Collaborate with Program Managers, stakeholders, and technology teams to coordinate multiple integration workstreams.Actively manage enhancement projects focusing on Sourcing, Supplier Management, and Procurement processes.Work closely with the Change Management team to support communication and training material creation.Manage diverse project teams, including both onshore and offshore resources.Contribute to continuous improvement and perform other duties or special projects as assigned. RequirementsBachelor’s degree from an accredited college or university.Minimum 5 years of Technology Program/Project Management experience.Ability to work effectively in a remote environment.Experience with Office 365 tools such as Visio, SharePoint, Excel, and PowerPoint.Familiarity with Jira and Confluence for project tracking and collaboration.Excellent written and verbal communication skills, able to engage with both technical and non-technical personnel.Proven ability to manage multiple projects simultaneously, independently or within small teams.Strong analytical and problem-solving skills, with a proactive and self-starting attitude. BenefitsCompetitive salary and performance-based incentives.Remote work flexibility and hybrid options where applicable.Comprehensive health, dental, and vision coverage.Paid time off, holidays, and parental leave.Professional development opportunities including training, certifications, and workshops.Collaboration-focused culture and access to modern technology tools. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,jira,"project-manager, management",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803433,"Product, Platform & Enterprise Front End Software Engineer (Software Engineer)","This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Product, Platform & Enterprise Front End Software Engineer (Software Engineer I/II) in the United States.This fully remote role offers an exciting opportunity to join a technology-driven team transforming the future of freight and mobility. As a Front End Software Engineer, you will design and build cutting-edge web and mobile experiences, contributing directly to scalable solutions that improve critical logistics and customer operations. You’ll work with modern frameworks, collaborate across multidisciplinary teams, and bring innovation to distributed systems infused with AI capabilities. This position is ideal for engineers eager to grow their skills, tackle meaningful challenges, and make an impact in a supportive and inclusive environment. AccountabilitiesDesign, develop, and deploy responsive front-end applications for web and mobile platforms using frameworks like React, Angular, and Flutter.Write production-quality, maintainable code following best practices and established standards.Develop APIs, automation tools, and integrations to enhance platform performance and reliability.Participate in code reviews, testing, debugging, and documentation to ensure delivery of high-quality software.Collaborate with cross-functional teams to build AI-driven, user-centered experiences and interfaces.Contribute to the development of distributed systems supporting large-scale operations and logistics.Continuously learn and apply new technologies to improve the user experience and front-end performance.Travel occasionally (up to 20%) for in-person meetings and collaboration sessions. RequirementsBachelor’s degree in Computer Science, Software Engineering, or related field; or equivalent practical experience.Proficiency in modern programming languages such as Java, C++, or C#.Experience building responsive UI components using HTML, CSS, JavaScript, and frameworks such as React or Vue.Knowledge of RESTful APIs, AJAX, and cloud-based systems (AWS, Azure, or GCP).Understanding of user-centered design principles and modern front-end architecture.Familiarity with agile methodologies, CI/CD pipelines, and secure coding practices.Strong analytical, problem-solving, and communication skills with a collaborative mindset.Preferred: experience developing AI-based applications or integrating AI tools into customer workflows. BenefitsCompetitive salary range: $93,750 – $175,000, depending on experience and level.Fully remote position (work from anywhere within the contiguous U.S.).Annual performance-based bonus.Comprehensive health coverage: medical, dental, vision, and mental health support.Health Savings Account (HSA) with employer contributions.Robust retirement programs, including a 401(k) and Railroad Retirement plan.Paid parental leave, adoption and surrogacy reimbursement, and dependent care support.Generous vacation, holidays, and personal time off.Access to professional development tools, training, and wellness benefits.Travel expenses fully covered for required business trips. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,"angular, aws, azure, c#, c++, cicd, flutter, gcp, java, javascript, react","engineering, software-development, front-end, product",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803432,Product Manager (Remote),"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Product Manager in New York (USA).This role offers an exciting opportunity to shape products that directly address client needs and drive measurable impact. You will serve as the primary advocate for the client within the product development team, translating research insights into actionable product decisions. The role involves conducting client research, defining product roadmaps, and prioritizing initiatives to ensure the delivery of high-value solutions. You will collaborate closely with engineering, design, and cross-functional teams to bring ideas to life while balancing strategic objectives with day-to-day execution. The ideal candidate thrives in a fast-paced, problem-solving environment, combining analytical thinking, creativity, and strong communication skills to deliver products that make a difference. AccountabilitiesConduct research to understand client workflows, pain points, and needs.Host client research calls and implement data tracking to inform product decisions.Represent the client and business perspective within the product development team.Help define priorities, plan product roadmaps, and ensure alignment with strategic goals.Translate insights into actionable requirements and guide development teams in implementation.Collaborate with cross-functional teams to ensure products are delivered on time and meet quality standards.Continuously evaluate product performance and iterate based on feedback and analytics. Requirements6+ years of Product Management experience, including work with engineering teams.Strong problem-solving skills and the ability to develop creative solutions for client challenges.Comfortable conducting user interviews and engaging directly with clients.Self-starter with decisiveness and the ability to implement ideas quickly.Resourceful, analytical, and detail-oriented, with strong organizational skills.Excellent written and verbal communication, able to articulate problems, solutions, and plans clearly.Ability to balance big-picture thinking with attention to implementation details.Bachelor’s degree required.Must be eligible to work in the US.Preferred:Experience with product operating models (pods/triads).Technical experience and familiarity with building event management tools. BenefitsCompetitive salary and compensation package.Flexible, collaborative work environment.Opportunities for professional development and growth.Exposure to client-facing, high-impact projects.Collaborative and supportive team culture. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,Unknown,"product, product-manager",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803431,MDM Product Analyst,"This position is posted by Jobgether on behalf of a partner company. We are currently looking for an MDM Product Analyst in Philadelphia, PA.In this role, you will support enterprise-wide initiatives by leveraging AI-driven solutions to streamline processes and optimize operations. You will work closely with commercial and medical operations teams, ensuring projects are aligned, resources are effectively allocated, and teams are scaled efficiently. Your expertise in biotech and pharmaceutical data systems will be critical in structuring and managing transitional data, while your contributions will directly impact project success across vaccines, oncology, and market access programs. This position offers the opportunity to work in a collaborative, fast-paced environment where technology, strategy, and operations intersect to drive meaningful results. AccountabilitiesDrive enterprise initiatives by implementing AI-enabled solutions to improve efficiency and workflows.Partner with commercial and medical operations teams to provide ongoing operational and technical support.Coordinate resource allocation and project alignment to balance team scaling and project demands.Understand and navigate complex biotech and pharmaceutical data landscapes to inform decision-making.Structure, manage, and maintain transitional data systems to support enterprise projects.Support specialized projects in vaccines, oncology, and market access, ensuring data integrity and operational efficiency. RequirementsProven experience in product analysis, data management, or business operations within biotech or pharmaceutical industries.Strong understanding of enterprise data systems and transitional data management.Familiarity with vaccines, oncology, and market access processes is highly desirable.Ability to coordinate and collaborate across multiple teams and business units.Excellent analytical, problem-solving, and communication skills.Experience implementing AI-enabled solutions or advanced technology platforms. BenefitsCompetitive salary and performance-based incentives.Comprehensive health, dental, and vision coverage.Flexible work arrangements and PTO.Career growth and professional development opportunities.Collaborative and innovative work environment.Exposure to enterprise-scale initiatives and cutting-edge AI technology in biotech/pharma. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,Unknown,product,fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803430,Maintenance Technician - Tampa,"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Maintenance Technician in Florida (USA).As a Maintenance Technician, you will be responsible for performing general maintenance and repair work across a diverse portfolio of residential and commercial properties. This role offers the autonomy to manage your own work orders, schedule, and budget while ensuring high-quality service and customer satisfaction. You will handle preventive maintenance, minor repairs, and coordinate with contractors when needed. The position provides opportunities for career growth into lead or management roles, with a supportive environment that values safety, skill development, and field-based excellence. You will work on-site across properties within your region, applying a broad range of technical skills and practical problem-solving to keep properties well-maintained and operational. AccountabilitiesRespond promptly and professionally to assigned work order requests.Perform general maintenance, preventive maintenance, and minor repairs in plumbing, electrical, carpentry, appliances, pool equipment, and exterior property issues.Assist with scheduling and overseeing contractors, obtaining bids, and verifying work quality.Purchase and manage maintenance supplies as needed for assigned properties.Maintain accurate records of work completed and communicate effectively with team members and clients.Ensure all work is completed safely, efficiently, and to high standards of quality. RequirementsMinimum of 3 years of experience in property management maintenance, building maintenance, or a related trade.Proficiency in basic trades: plumbing, electrical, carpentry, and appliance repair.Ability to travel within the assigned region; position is 100% field-based.Current driver’s license and valid automobile insurance.Physical ability to lift, push, and pull 50 lbs regularly; up to 75 lbs occasionally; 75+ lbs with assistance.Prior or current plumbing license is a plus.Strong problem-solving, time management, and communication skills. BenefitsCompetitive hourly rate with quarterly discretionary bonuses up to 5% of earnings.Health, dental, vision, life, and disability insurance options.401(k) retirement savings plan.Paid vacation, federal and floating holidays.Maternity/paternity pay and career advancement opportunities.Company fleet vehicle, fuel card, and allowances for tools and cell phone ($50/month each).OSHA training and support for professional growth into lead or field management roles. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,Unknown,Unknown,fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803429,Info Technology Specialist,"This position is posted by Jobgether on behalf of a partner company. We are currently looking for an Info Technology Specialist.This role provides a key opportunity to lead quality assurance and testing efforts for cloud-based data solutions. The ideal candidate will ensure the reliability, accuracy, and performance of team deliverables by designing and executing test plans, automating tests, and guiding the team on best practices within the software development lifecycle. You will work closely with development and operations teams, providing expertise in cloud environments, testing frameworks, and Agile methodologies. This position requires a proactive problem solver who can communicate clearly, manage multiple responsibilities, and uphold high standards of quality and efficiency. The role offers a collaborative environment where innovation, precision, and continuous improvement are highly valued. AccountabilitiesLead quality assurance and testing activities for cloud data solutions, primarily in Azure.Develop and execute detailed test plans, test cases, and automation scripts.Guide the team on SDLC testing best practices and provide clear communication of quality expectations.Perform testing for web services using Postman and validate data through SQL queries.Collaborate with development and DevOps teams to support CI/CD pipelines and automated deployments.Ensure deliverables meet functional, technical, and compliance requirements.Participate in Agile ceremonies and contribute to continuous improvement initiatives.Requirements5+ years of experience creating and executing test plans and test cases.Hands-on experience with testing .NET applications.Proficiency in qTest for test management and Postman for web services testing.Strong SQL knowledge for validating data and supporting test scenarios.Exposure to DevOps practices, including Azure build and release pipelines and automation.Familiarity with Agile methodologies and iterative development cycles.Excellent communication skills, capable of guiding teams and articulating testing strategies.Detail-oriented, analytical, and able to manage multiple testing priorities effectively. BenefitsCompetitive salary and benefits package.Opportunities to work with cloud and emerging technologies.Collaborative and dynamic work environment.Professional development and career growth opportunities.Flexible work arrangements and supportive team culture. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,".net, azure, cicd, devops, postman",Unknown,fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803428,Hedis Project Manager,"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a HEDIS Project Manager in Rhode Island (USA).This role provides an opportunity to lead and oversee the annual HEDIS project, ensuring high-quality execution and performance. You will manage seasonal HEDIS staff, coordinate project activities, and serve as a key liaison between leadership, managers, and team members. The position requires fostering strong relationships, providing guidance, and ensuring compliance with regulatory and organizational standards. You will drive project success through effective planning, scheduling, and monitoring, while supporting training, coaching, and performance management. This role thrives in a metrics-driven, deadline-oriented environment and offers a fully remote work setup, providing flexibility while delivering impactful results in healthcare quality management. AccountabilitiesDirect, administer, and oversee the daily operations of seasonal HEDIS colleagues.Provide leadership, support, and guidance to HEDIS management and team members.Collaborate with leadership, managers, and directors to ensure project alignment and progress.Support hiring, training, and coaching of seasonal staff, maintaining compliance with organizational and regulatory guidelines.Monitor progress, accuracy, and completion of tasks assigned to HEDIS staff.Facilitate strong communication across leadership, managers, and team members to ensure timely dissemination of project information.Oversee scheduling, time tracking, and ongoing performance feedback for seasonal HEDIS colleagues.Contribute to the implementation of divisional and organizational initiatives and strategies. RequirementsAssociate’s degree or equivalent experience; Bachelor’s degree preferred.Minimum 5 years of management or leadership experience in managed healthcare, quality management, or related areas.Solid knowledge of HEDIS, NCQA audits, and STAR Measures programs.Proven ability to manage teams in a metrics-driven, deadline-oriented environment.Strong coaching, mentoring, and team development skills.Excellent organizational, planning, and execution capabilities.Professional communication skills, both written and verbal, with strong business acumen.Ability to work fully remote and maintain availability Monday through Friday, 8 am to 5 pm local time. BenefitsCompetitive hourly pay ($45.00 – $50.75/hour W2).Fully remote work flexibility.Health insurance options including medical, dental, and vision.401(k) contribution plan.Critical illness, accident, and voluntary life insurance.Employee perks and professional development opportunities. Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,Unknown,"project-manager, management",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
170803427,Fullstack Developer (Agentic AI),"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Fullstack Developer (Agentic AI) in the United States.As a Fullstack Developer focused on Agentic AI, you will lead the design, development, and delivery of advanced AI-driven applications within a cutting-edge software platform. You will build and extend AI services, microservices, and APIs while collaborating with cross-functional teams to translate business priorities into technical solutions. This role combines hands-on software development with strategic input on architecture and technology roadmaps. You will mentor engineers, enforce best practices, and innovate by exploring emerging AI, cloud, and distributed system technologies. Your work will directly impact the scalability, reliability, and performance of mission-critical applications while contributing to a high-performing, inclusive, and collaborative engineering culture. AccountabilitiesLead the architecture, design, and development of full-stack applications for agentic AI platforms, ensuring scalability, reliability, and maintainability.Design and implement cloud-native microservices, APIs, and integrations across internal and third-party platforms.Build, test, and deploy AI services that leverage orchestration of multiple components in a production environment.Collaborate with product managers, MLOps teams, and engineers to convert business requirements into technical solutions.Mentor junior and mid-level engineers, promoting technical excellence and best practices.Evaluate emerging frameworks, tools, and technologies to enhance system performance and development productivity.Contribute to long-term platform strategies, technology roadmaps, and innovation initiatives. RequirementsBachelor’s degree in Computer Science, Engineering, or related field; Master’s preferred.7+ years of professional software development experience, with significant full-stack engineering exposure.Proven experience building agentic AI platforms or AI-driven services.Strong expertise in AWS cloud services, including microservices, containers (Docker, ECS, EKS), serverless (Lambda), and data services.Proficiency in programming languages such as Python, Java, and TypeScript/JavaScript.Experience with front-end frameworks (React, Vue.js) and database systems (SQL and NoSQL).Knowledge of DevOps practices, CI/CD pipelines, and infrastructure-as-code (Terraform, CloudFormation).Strong problem-solving, leadership, and communication skills; experience working in globally distributed teams.Preferred: experience in distributed systems, event-driven architectures, large-scale application design, and contributions to open-source or AI engineering publications. BenefitsCompetitive salary with potential bonuses.Comprehensive healthcare coverage (medical, dental, vision).Flexible PTO and wellness programs, including floating holidays.Remote-friendly work environment with global team collaboration.Opportunities for professional growth, mentorship, and exposure to emerging AI technologies.Inclusive and supportive company culture with Employee Resource Groups (ERGs). Jobgether is a Talent Matching Platform that partners with companies worldwide to efficiently connect top talent with the right opportunities through AI-driven job matching.When you apply, your profile goes through our AI-powered screening process designed to identify top talent efficiently and fairly. 🔍 Our AI evaluates your CV and LinkedIn profile thoroughly, analyzing your skills, experience, and achievements. 📊 It compares your profile to the job’s core requirements and past success factors to determine your match score. 🎯 Based on this analysis, we automatically shortlist the 3 candidates with the highest match to the role. 🧠 When necessary, our human team may perform an additional manual review to ensure no strong profile is missed.The process is transparent, skills-based, and free of bias — focusing solely on your fit for the role. Once the shortlist is completed, we share it directly with the company that owns the job opening. The final decision and next steps (such as interviews or additional assessments) are then made by their internal hiring team.Thank you for your interest! #LI-CL1",2025-10-04 00:00:00+00:00,"aws, cicd, devops, docker, java, javascript, nosql, python, react, typescript, vuejs","full-stack, ai, software-development, engineering, data",fulltime,remote,us,Jobgether,Privately Held,Internet Marketplace Platforms
